0	7
1	7
2	7
3	8
4	13
5	13
6	13
7	13
8	13
9	13
10	19
11	18
12	19
13	18
14	18
15	19
16	19
17	20
18	18
19	20
20	23
21	25
22	25
23	24
24	24
25	26
26	22
27	24
28	23
29	23
30	23
31	37
32	24
33	22
34	23
35	23
36	23
37	23
38	23
39	23
40	24
41	23
42	24
43	23
44	23
45	24
46	24

